sep=	
Project Name:	C:\SharedFolder\CControl_Lite\PLC\CControl_Lite.plcprj
Export Date/Time:	2026/07/24 23:02:16
RowType	Name	Type	ElementType	Dimensions	InitialValue	RetentiveEnabled	FolderName	BindType	BindObject	BindField	BindIsArray	BindValue	BindDirection	BindConverter	HasInputRange	MinValue	MaxValue	Target	Source	AddressEnabled	Address	HasBinding	VariableLength	NumberOfBytes	StringEncode	HasAlarm	AlarmType	HiHiThresholdState	HiHiThreshold	HiHiThresholdValue	HiHiThresholdDeadBand	HiHiThresholdAlarmGroup	HiHiThresholdMessageMode	HiHiThresholdMessage	HiHiThresholdSeverity	HiHiThresholdParameter	HiThresholdState	HiThreshold	HiThresholdValue	HiThresholdDeadBand	HiThresholdAlarmGroup	HiThresholdMessageMode	HiThresholdMessage	HiThresholdSeverity	HiThresholdParameter	LoThresholdState	LoThreshold	LoThresholdValue	LoThresholdDeadBand	LoThresholdAlarmGroup	LoThresholdMessageMode	LoThresholdMessage	LoThresholdSeverity	LoThresholdParameter	LoloThresholdState	LoloThreshold	LoloThresholdValue	LoloThresholdDeadBand	LoloThresholdAlarmGroup	LoloThresholdMessageMode	LoloThresholdMessage	LoloThresholdSeverity	LoloThresholdParameter	ThresholdState	ThresholdType	ThresholdCondition	ThresholdAlarmGroup	ThresholdMessageMode	ThresholdMessage	ThresholdSeverity	ThresholdParameter	DataSharing	LoggingGroup	Comments	
Variable	CControl_Lite_Par_Schlechtwetter_Box2_Saettigungsdefizit6	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="416647"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Schlechtwetter_Box2_ZeitLauf1	UDINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="416649"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Schlechtwetter_Box2_ZeitLauf2	UDINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="416651"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Schlechtwetter_Box2_ZeitLauf3	UDINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="416653"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Schlechtwetter_Box2_ZeitLauf4	UDINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="416655"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Schlechtwetter_Box2_ZeitLauf5	UDINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="416657"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Schlechtwetter_Box2_ZeitLauf6	UDINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="416659"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Schlechtwetter_Box2_ZeitPause1	UDINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="416661"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Schlechtwetter_Box2_ZeitPause2	UDINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="416663"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Schlechtwetter_Box2_ZeitPause3	UDINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="416665"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Schlechtwetter_Box2_ZeitPause4	UDINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="416667"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Schlechtwetter_Box2_ZeitPause5	UDINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="416669"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Schlechtwetter_Box2_ZeitPause6	UDINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="416671"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Schlechtwetter_Box2_Sensortype	USINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="416673"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Stocktemperatur_Box1_Hysterese	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="416674"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_Par_Stocktemperatur_Box2_Hysterese	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="416676"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_doFrgLuftaufber	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408960,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_doFrgBox1	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408961,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_doFrgBox2	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408962,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_doFrgAbluftventilator	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408963,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_diBox1Offen	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408964,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_diBox1Geschl	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408965,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_diBox2Offen	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408966,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_diBox2Geschl	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408967,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_diBetriebLuftaufber	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408968,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_diBetriebVentilator	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408969,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_di3	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408970,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_di4	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408971,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_diIoTestAktiv	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408972,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_doIoTestAktivieren	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408973,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_doFrgVentilator	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408974,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_do3	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408975,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_do4	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408976,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_do5	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408977,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_diBox1Offen	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408978,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_diBox1Geschl	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408979,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_diBox2Offen	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408980,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_diBox2Geschl	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408981,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_diBetriebLuftaufber	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408982,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_diBetriebVentilator	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408983,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_doFrgLuftaufber	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408984,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_doFrgBox1	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408985,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_doFrgBox2	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408986,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_doFrgAbluftvent	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408987,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_doFrgVentilator	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408988,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_diQuitErr	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408989,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_3	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408990,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_4	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408991,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_5	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408992,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_6	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408993,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_7	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408994,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_8	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408995,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_9	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408996,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_10	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408997,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_11	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408998,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_12	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="408999,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_13	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409000,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_14	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409001,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_15	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409002,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_17	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409003,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_18	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409004,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_19	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409005,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_20	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409006,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_aiFrischluftTemp	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409007"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_aiFrischluftFeuchte	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409009"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_aiAbluftBox1Temp	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409011"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_aiAbluftBox1Feuchte	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409013"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_aiTrockenluftTemp	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409015"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_aiTrockenluftFeuchte	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409017"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_aiAbluftBox2Temp	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409019"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_aiAbluftBox2Feuchte	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409021"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_aiStockTemp	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409023"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_aoFuVentilator	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409025"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_aoLeistVorgLuftaufber	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409027"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_ai3	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409029"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_ai4	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409031"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_ai5	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409033"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_aoFuVentilator	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409035"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_aoLeistVorgLuftaufber	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409037"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_ao1	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409039"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_ao2	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409041"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_ao3	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409043"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_aiFrischluftTemp	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409045"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_aiFrischluftFeuchte	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409047"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_aiAbluftBox1Temp	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409049"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_aiAbluftBox1Feuchte	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409051"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_aiTrockenluftTemp	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409053"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_aiTrockenluftFeuchte	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409055"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_aiAbluftBox2Temp	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409057"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_aiAbluftBox2Feuchte	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409059"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_TEST_aiStocktemp	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409061"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_ALARM_	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409063,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_Allgemein_Entfeuchter	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409064"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_Zusatzmeldung_Statustext	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409065"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_Zusatzmeldung_Sanduhr	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409066"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_Zusatzmeldung_Restzeit	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409067"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_Ventilator1_FarbeIcon	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409068"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Res	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409069"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_OUT_Box_Aktuell_DauerbetriebEin	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409070,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_OUT_Box_Aktuell_IntervallbetriebEIn	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409071,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_OUT_Box_Aktuell_NachtrocknungEin	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409072,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_OUT_Box_Aktuell_Aus	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409073,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_OUT_Box_Aktuell_TrockengutfeuchteAktuell	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409074"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box_Aktuell_LaufRestzeitMinuten	INT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409075"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box_Aktuell_LaufRestzeitStunden	INT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409076"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box_Aktuell_AnzeigeLaufRestzeit	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409077"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box_Aktuell_IconWitterung	USINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409078"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box_Aktuell_Status	INT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409079"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box_Aktuell_Temp	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409080"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box_Aktuell_Feucht	REAL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409082"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box_Aktuell_TrockengutIcon	USINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409084"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box_Aktuell_SperreDauerbetrieb	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409085,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box_Aktuell_SperreIntervallbetrieb	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409086,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box_Aktuell_RestzeitUmschVerzBetriebsart	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409087"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box_Aktuell_TextIndexLaufzeit	USINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409088"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box1_Status	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409089"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box2_Status	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409090"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Allg_UmschaltverzBetriebsartAktiv	USINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409091"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_OUT_Box_Aktuell_BoxIndex	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409092"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_OUT_Box1_DauerbetriebEin	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409093,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_OUT_Box1_IntervallbetriebEin	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409094,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_OUT_Box1_NachtrocknungEin	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409095,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_OUT_Box1_Aus	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409096,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box1_TextIndexLaufzeit	USINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409097"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box1_LaufRestzeitMinuten	INT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409098"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box1_LaufRestzeitStunden	INT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409099"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box1_AnzeigeLaufRestzeit	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409100"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box1_IconWitterung	USINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409101"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box1_TrockengutIcon	USINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409102"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box1_SperreDauerbetrieb	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409103,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box1_SperreIntervallbetrieb	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409104,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box1_RestzeitUmschVerzBetriebsart	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409105"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box2_TextIndexLaufzeit	USINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409106"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box2_LaufRestzeitMinuten	INT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409107"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box2_LaufRestzeitStunden	INT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409108"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box2_AnzeigeLaufRestzeit	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409109"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box2_TrockengutIcon	USINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409110"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box2_SperreDauerbetrieb	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409111,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box2_SperreIntervallbetrieb	BOOL				False												HMIDT542+HMIG3U	CControl_Lite	False	="409112,00"	False	False										Direct									Direct									Direct									Direct									Direct			None		
Variable	CControl_Lite_HMI_IN_Box2_RestzeitUmschVerzBetriebsart	UINT				False												HMIDT542+HMIG3U	CControl_Lite	False	="409113"	False	False										Direct									Direct									Direct									Direct									Direct			None		
